,Ticker,Start Date,End Date,Avg Percent Change,Outlier Year
0,CHTR,2010-06-08,2010-07-08,0.05869453210402108,
1,EXR,2010-06-08,2010-07-08,0.030666604995025888,
2,AMT,2010-06-09,2010-07-09,0.04718490330961025,
3,FISV,2010-06-09,2010-07-09,0.03413209816229591,
4,DXCM,2010-06-09,2010-07-09,0.0760755597380979,
5,BDX,2010-06-09,2010-07-09,0.03257439818048693,
6,ATVI,2010-06-09,2010-07-09,0.056897439678608074,
7,STE,2010-06-10,2010-07-12,0.029952495591357733,
8,BAX,2010-06-10,2010-07-12,0.04006029449209096,
9,BIIB,2010-06-10,2010-07-12,0.06216810420522492,
10,ATVI,2010-06-10,2010-07-12,0.04794895792263392,
11,GOOGL,2010-06-11,2010-07-13,0.03180570310064627,
12,BR,2010-06-11,2010-07-13,0.036536347726268036,
13,GOOG,2010-06-11,2010-07-13,0.03019743248492888,
14,AMZN,2010-06-11,2010-07-13,0.05539164744547672,
15,EQIX,2010-06-11,2010-07-13,0.029547692524815324,
16,ATVI,2010-06-11,2010-07-13,0.04431473634658276,
17,FTNT,2010-06-11,2010-07-13,0.057217137150458876,
18,SNPS,2010-06-11,2010-07-13,0.02476441930213964,
19,STE,2010-06-11,2010-07-13,0.03033130456540765,
20,CHTR,2010-06-14,2010-07-14,0.05341738933190798,
21,FTNT,2010-06-14,2010-07-14,0.055700019443652236,
22,GOOG,2010-06-14,2010-07-14,0.03808510295725054,
23,V,2010-06-14,2010-07-14,0.048037653728730735,
24,GOOGL,2010-06-14,2010-07-14,0.03980406726396988,
25,CHTR,2010-06-15,2010-07-15,0.04913220136456279,
26,BAX,2010-06-15,2010-07-15,0.03489408931173933,
27,ATVI,2010-06-17,2010-07-19,0.03802022405199992,
28,BAX,2010-06-17,2010-07-19,0.0365986192361271,
29,MCO,2010-06-18,2010-07-20,0.04692167525048628,
30,DFS,2010-06-18,2010-07-20,0.05894153950583327,
31,MSCI,2010-06-21,2010-07-21,0.039004037688922334,
32,ABT,2010-06-21,2010-07-21,0.04389955790879505,
33,BR,2010-06-22,2010-07-22,0.03696728934435452,
34,EFX,2010-06-22,2010-07-22,0.038176318254401986,
35,ATVI,2010-06-22,2010-07-22,0.05136940852913163,
36,O,2010-06-22,2010-07-22,0.04141045444409101,
37,CMCSA,2010-06-22,2010-07-22,0.04564196893093338,
38,ABT,2010-06-22,2010-07-22,0.04962993551169611,
39,ABMD,2010-06-22,2010-07-22,0.07936213881088425,
40,BKNG,2010-06-23,2010-07-23,0.06423613482996783,
41,TFX,2010-06-23,2010-07-23,0.029392748936289792,
42,ATVI,2010-06-23,2010-07-23,0.048830497711360964,
43,ABT,2010-06-23,2010-07-23,0.05489656280084235,
44,O,2010-06-23,2010-07-23,0.040040406099103636,
45,EQR,2010-06-23,2010-07-23,0.040028738523778966,
46,ESS,2010-06-23,2010-07-23,0.03922552385210487,
47,O,2010-06-24,2010-07-26,0.03930975845358442,
48,GOOGL,2010-06-24,2010-07-26,0.08480146365420654,
49,ABT,2010-06-24,2010-07-26,0.05395760945213222,
50,TFX,2010-06-24,2010-07-26,0.025939356855249986,
51,DIS,2010-06-24,2010-07-26,0.04010623707287494,
52,ESS,2010-06-24,2010-07-26,0.04208881653232064,
53,CINF,2010-06-24,2010-07-26,0.0403376615823834,
54,EFX,2010-06-24,2010-07-26,0.042927329906085235,
55,CMCSA,2010-06-24,2010-07-26,0.05254445470075673,
56,GOOG,2010-06-24,2010-07-26,0.08359156925603156,
57,ABT,2010-06-25,2010-07-27,0.05358450623649867,
58,DIS,2010-06-25,2010-07-27,0.03490606798999515,
59,CTAS,2010-06-25,2010-07-27,0.05504008423910125,
60,GOOG,2010-06-25,2010-07-27,0.08238566634971363,
61,TFX,2010-06-25,2010-07-27,0.02313410778920181,
62,MCO,2010-06-25,2010-07-27,0.05281197700963404,
63,ADP,2010-06-25,2010-07-27,0.034408589686769867,
64,FISV,2010-06-25,2010-07-27,0.03624202156724424,
65,JPM,2010-06-25,2010-07-27,0.043162214110378086,
66,O,2010-06-25,2010-07-27,0.033368280194885205,
67,ABT,2010-06-28,2010-07-28,0.04961747819814518,
68,ARE,2010-06-28,2010-07-28,0.04171010458693064,
69,GOOG,2010-06-28,2010-07-28,0.08074252028983889,
70,GOOGL,2010-06-28,2010-07-28,0.08182531965817652,
71,FISV,2010-06-28,2010-07-28,0.04225893583687418,
72,ESS,2010-06-28,2010-07-28,0.03172270108495815,
73,DRE,2010-06-28,2010-07-28,0.03863322878383224,
74,FRT,2010-06-29,2010-07-29,0.03409273353801108,
75,JPM,2010-06-29,2010-07-29,0.03519823670650248,
76,ESS,2010-06-29,2010-07-29,0.028358142954652006,
77,HFC,2010-07-01,2010-08-02,0.07096134961984776,
78,VMC,2010-07-26,2010-08-24,-0.07233064452642979,
79,AKAM,2010-08-09,2010-09-08,0.048697438558188776,
80,AMZN,2010-08-10,2010-09-09,0.03797376756284943,
81,URI,2010-08-16,2010-09-15,0.0762053322854579,
82,LLY,2010-08-18,2010-09-17,0.03597165627671843,
83,LLY,2010-08-19,2010-09-20,0.04717227076789055,
84,MSFT,2010-08-19,2010-09-20,0.03430158074795446,
85,UNP,2010-08-19,2010-09-20,0.04539624532399146,
86,GILD,2010-08-19,2010-09-20,0.06183337415260917,
87,GILD,2010-08-20,2010-09-21,0.06368571597805536,
88,SWKS,2010-08-20,2010-09-21,0.05246185088156419,
89,MCO,2010-08-20,2010-09-21,0.06936343576812552,
90,BLK,2010-08-20,2010-09-21,0.044809721679085326,
91,CME,2010-08-23,2010-09-22,0.048722299923267216,
92,CB,2010-08-23,2010-09-22,0.02608234960000294,
93,NTAP,2010-08-23,2010-09-22,0.05920726515626853,
94,GILD,2010-08-23,2010-09-22,0.052647031375929056,
95,LLY,2010-08-24,2010-09-23,0.037697862120313536,
96,SO,2010-09-29,2010-10-28,0.027267542209124168,
97,AEP,2010-09-29,2010-10-28,0.03577480479311433,
98,DAL,2010-09-29,2010-10-28,0.07312216394145206,
99,CPB,2010-09-29,2010-10-28,0.024633525060657063,
100,LNT,2010-09-29,2010-10-28,0.03608328700562617,
101,GS,2010-10-01,2010-11-01,0.05864044626320539,
102,LRCX,2010-10-01,2010-11-01,0.08919628614460627,
103,SO,2010-10-04,2010-11-02,0.03006035287358997,
104,ALB,2010-10-06,2010-11-04,0.06896275858514532,
105,EXPD,2010-10-06,2010-11-04,0.0474631973004931,
106,FDX,2010-10-06,2010-11-04,0.06807512912519557,
107,APH,2010-10-06,2010-11-04,0.0534694413208047,
108,IR,2010-10-06,2010-11-04,0.079348437571746,
109,ITW,2010-10-07,2010-11-05,0.051544469254435885,
110,NUE,2010-10-07,2010-11-05,0.06281239116494756,
111,ADI,2010-10-07,2010-11-05,0.05725276426466047,
112,DOV,2010-10-07,2010-11-05,0.04672504786923996,
113,IR,2010-10-07,2010-11-05,0.07574892017052229,
114,APH,2010-10-07,2010-11-05,0.0505263421548388,
115,JNJ,2010-10-08,2010-11-08,0.03564182803856973,
116,IR,2010-10-08,2010-11-08,0.0831562451602651,
117,IEX,2010-10-08,2010-11-08,0.04791222714648611,
118,V,2010-10-08,2010-11-08,0.05727746667438001,
119,LIN,2010-10-08,2010-11-08,0.03514338277327407,
120,ADBE,2010-10-08,2010-11-08,0.07442634450546841,
121,ADI,2010-10-08,2010-11-08,0.05578069214208999,
122,AME,2010-10-08,2010-11-08,0.059920774924172936,
123,AFL,2010-10-08,2010-11-08,0.04478192353617657,
124,APH,2010-10-11,2010-11-09,0.049877631997930265,
125,LIN,2010-10-11,2010-11-09,0.029606329792675263,
126,CBOE,2010-10-11,2010-11-09,0.06431832210212099,
127,IR,2010-10-11,2010-11-09,0.08043594611876755,
128,ADI,2010-10-11,2010-11-09,0.04945340071698852,
129,APH,2010-10-12,2010-11-10,0.04791825734675015,
130,V,2010-10-12,2010-11-10,0.046710711949652366,
131,FISV,2010-10-12,2010-11-10,0.03529516844211119,
132,CBOE,2010-10-12,2010-11-10,0.05231934509783411,
133,AFL,2010-10-12,2010-11-10,0.03742412957975909,
134,APH,2010-10-13,2010-11-11,0.034376190634931525,
135,CBOE,2010-10-13,2010-11-11,0.05033013028490622,
136,APH,2010-10-14,2010-11-12,0.038546644617472765,
137,AME,2010-10-14,2010-11-12,0.06026325003902756,
138,CBOE,2010-10-14,2010-11-12,0.051761565923366885,
139,ROK,2010-10-14,2010-11-12,0.0739334098216752,
140,IEX,2010-10-15,2010-11-15,0.0370207017391513,
141,CE,2010-10-15,2010-11-15,0.0689863478035742,
142,DOV,2010-10-15,2010-11-15,0.05119769311722228,
143,SNA,2010-10-15,2010-11-15,0.06376378308272929,
144,AFL,2010-10-15,2010-11-15,0.029467189307666886,
145,ROK,2010-10-18,2010-11-16,0.06893975641088781,
146,AZO,2010-10-18,2010-11-16,0.057892215067669235,
147,SBUX,2010-10-18,2010-11-16,0.04658551458693302,
148,CBOE,2010-10-18,2010-11-16,0.052444252042949085,
149,AZO,2010-10-19,2010-11-17,0.05232935724128642,
150,AME,2010-10-19,2010-11-17,0.04511803523121784,
151,ROK,2010-10-19,2010-11-17,0.05796352953214781,
152,MSI,2010-10-20,2010-11-18,0.039596821110727945,
153,AZO,2010-10-20,2010-11-18,0.052581876762070934,
154,AME,2010-10-20,2010-11-18,0.050844015237280035,
155,SBUX,2010-10-21,2010-11-19,0.05758733926407125,
156,CBOE,2010-10-21,2010-11-19,0.04829295396695883,
157,GL,2010-10-21,2010-11-19,0.04551007022782173,
158,IEX,2010-10-21,2010-11-19,0.03764341638460107,
159,AME,2010-10-21,2010-11-19,0.05656169439563456,
160,IR,2010-10-21,2010-11-19,0.06324975124291507,
161,MSI,2010-10-21,2010-11-19,0.039290983616986505,
162,BLK,2010-10-21,2010-11-19,0.04687258988548424,
163,CPRT,2010-10-21,2010-11-19,0.05067550204408661,
164,URI,2010-10-21,2010-11-19,0.07241237329718475,
165,PH,2010-10-21,2010-11-19,0.06078298708105038,
166,AZO,2010-10-21,2010-11-19,0.0575624847437534,
167,CBOE,2010-10-22,2010-11-22,0.04083510160909997,
168,URI,2010-10-22,2010-11-22,0.08117195732743226,
169,PH,2010-10-22,2010-11-22,0.06211651721220356,
170,AME,2010-10-22,2010-11-22,0.05678663014488833,
171,A,2010-10-22,2010-11-22,0.05197062390783567,
172,SHW,2010-10-22,2010-11-22,0.047642163831509966,
173,IR,2010-10-22,2010-11-22,0.06382256339630735,
174,GL,2010-10-22,2010-11-22,0.04369691389489496,
175,ROK,2010-10-25,2010-11-23,0.05555537033827368,
176,GL,2010-10-25,2010-11-23,0.04264447835372115,
177,URI,2010-10-25,2010-11-23,0.08050972745418211,
178,ORLY,2010-10-26,2010-11-24,0.055210474998601135,
179,GL,2010-10-26,2010-11-24,0.043037130929566056,
180,URI,2010-10-26,2010-11-24,0.07748921135287544,
181,ROP,2010-10-26,2010-11-24,0.0445713463336047,
182,URI,2010-10-27,2010-11-26,0.07376155443967045,
183,VAR,2010-10-27,2010-11-26,0.061675082219143876,
184,GL,2010-10-28,2010-11-29,0.035142078192513734,
185,YUM,2010-10-28,2010-11-29,0.05043063682514248,
186,ROP,2010-10-28,2010-11-29,0.027904146792165817,
187,VAR,2010-11-01,2010-12-01,0.044764528925277686,
188,ROP,2010-11-01,2010-12-01,0.02318048226835829,
189,IPG,2010-11-02,2010-12-02,0.05010841153665657,
190,CHD,2010-11-02,2010-12-02,0.03272946238786471,
191,AON,2010-11-02,2010-12-02,0.03265206026646482,
192,MSCI,2010-11-02,2010-12-02,0.04496972931061805,
193,IEX,2010-11-02,2010-12-02,0.03800273138315245,
194,SWK,2010-11-02,2010-12-02,0.024769764330091627,
195,MSCI,2010-11-03,2010-12-03,0.03022133239262683,
196,CHD,2010-11-04,2010-12-06,0.03843353245894368,
197,MKTX,2010-11-05,2010-12-07,0.05567901566084845,
198,IPG,2010-11-08,2010-12-08,0.041220449964448,
199,CHD,2010-11-09,2010-12-09,0.03803925980385582,
200,CHD,2010-11-10,2010-12-10,0.030438042273119807,
201,T,2010-12-06,2011-01-05,0.026856604399864592,
202,CNC,2010-12-14,2011-01-13,0.08834638973280554,
203,CNC,2010-12-15,2011-01-14,0.08451189246127994,
204,FIS,2010-12-17,2011-01-19,0.04908965744425775,
205,DLR,2010-12-20,2011-01-20,0.058828870323128675,
206,DLR,2010-12-21,2011-01-21,0.05441967437523637,
207,DLR,2010-12-22,2011-01-24,0.05238308744773905,
208,IDXX,2010-12-30,2011-01-31,0.06171730498374765,
209,MXIM,2011-01-10,2011-02-09,0.06091073269238874,
210,AON,2011-01-11,2011-02-10,0.06288094113950217,
211,MXIM,2011-01-11,2011-02-10,0.061967663697294874,
212,MXIM,2011-01-12,2011-02-11,0.0710681859902644,
213,MU,2011-01-13,2011-02-14,0.07728266318387192,
214,MXIM,2011-01-13,2011-02-14,0.06694821583377072,
215,RE,2011-01-13,2011-02-14,0.04968649762412656,
216,ADSK,2011-01-13,2011-02-14,0.058780739533284665,
217,AON,2011-01-13,2011-02-14,0.06308367816088857,
218,RE,2011-01-14,2011-02-15,0.05705763887361849,
219,AON,2011-01-14,2011-02-15,0.06325305184717138,
220,AON,2011-01-18,2011-02-16,0.0584774654633439,
221,RE,2011-01-18,2011-02-16,0.047388394527380966,
222,AON,2011-01-19,2011-02-17,0.055133437456466,
223,CHD,2011-01-20,2011-02-18,0.05278231379968258,
224,AON,2011-01-20,2011-02-18,0.06455207127664997,
225,AMAT,2011-01-20,2011-02-18,0.05186767619566335,
226,RE,2011-01-20,2011-02-18,0.0504901234996326,
227,CHD,2011-01-21,2011-02-22,0.04893835637310343,
228,CHD,2011-01-25,2011-02-24,0.05243637714712995,
229,TJX,2011-01-25,2011-02-24,0.04288191040075269,
230,AMAT,2011-01-26,2011-02-25,0.057688330929121415,
231,MU,2011-01-27,2011-02-28,0.0572104414863692,
232,CHD,2011-01-27,2011-02-28,0.05572954912143528,
233,PGR,2011-01-27,2011-02-28,0.05786202520986776,
234,INTU,2011-01-27,2011-02-28,0.0522310222839022,
235,MSI,2011-01-28,2011-03-01,0.060034719966460114,
236,CHD,2011-01-28,2011-03-01,0.052067635245320966,
237,PM,2011-01-28,2011-03-01,0.06578322764425795,
238,MKTX,2011-01-28,2011-03-01,0.05519306942126617,
239,CHD,2011-01-31,2011-03-02,0.06460082985646058,
240,MKTX,2011-01-31,2011-03-02,0.06459505182239537,
241,MKTX,2011-02-01,2011-03-03,0.05049071581595062,
242,MKTX,2011-02-02,2011-03-04,0.05320870865657697,
243,REGN,2011-02-04,2011-03-08,0.06061508940285041,
244,MKTX,2011-02-07,2011-03-09,0.06606851813116323,
245,OXY,2011-02-16,2011-03-18,-0.29034120422717835,
246,OXY,2011-02-25,2011-03-28,-0.2189250353593612,
247,DRE,2011-03-03,2011-04-01,0.03146981910182448,
248,DLR,2011-03-04,2011-04-04,0.04598258916362132,
249,SO,2011-03-07,2011-04-05,0.02039517373192017,
250,SRE,2011-03-07,2011-04-05,0.03883851520658962,
251,CL,2011-03-07,2011-04-05,0.02620433583664476,
252,EVRG,2011-03-07,2011-04-05,0.03508951583236978,
253,ADM,2011-03-07,2011-04-05,0.022570969951020824,
254,DLR,2011-03-07,2011-04-05,0.04539286653976364,
255,DLR,2011-03-08,2011-04-06,0.04274817656364208,
256,SRE,2011-03-08,2011-04-06,0.050514115278351,
257,SYY,2011-03-08,2011-04-06,0.02711428185060185,
258,DTE,2011-03-08,2011-04-06,0.048510743891164734,
259,SO,2011-03-08,2011-04-06,0.02629590572884051,
260,IRM,2011-03-08,2011-04-06,0.05314855993393356,
261,DTE,2011-03-09,2011-04-07,0.035101931229198365,
262,MCD,2011-03-09,2011-04-07,0.025298207871258648,
263,KO,2011-03-10,2011-04-08,0.03256115771011483,
264,CL,2011-03-10,2011-04-08,0.03567076662191672,
265,KO,2011-03-14,2011-04-12,0.0381451490648284,
266,CL,2011-03-14,2011-04-12,0.03954182207731387,
267,EL,2011-03-15,2011-04-13,0.038206403974749316,
268,CL,2011-03-15,2011-04-13,0.03807229720265387,
269,KO,2011-03-16,2011-04-14,0.053984256332821855,
270,CE,2011-03-17,2011-04-15,0.08453928831301538,
271,EMN,2011-03-21,2011-04-19,0.05537955782532774,
272,BLL,2011-03-21,2011-04-19,0.04299917916523215,
273,BLL,2011-03-22,2011-04-20,0.042848755878540125,
274,OKE,2011-03-22,2011-04-20,0.06622372966526469,
275,AWK,2011-03-22,2011-04-20,0.03192474169107693,
276,EMN,2011-03-23,2011-04-21,0.059942275459339,
277,AOS,2011-03-23,2011-04-21,0.047025822372157744,
278,L,2011-03-23,2011-04-21,0.02955567317405356,
279,EL,2011-03-23,2011-04-21,0.03416143976128153,
280,SNA,2011-03-23,2011-04-21,0.04995026154280585,
281,OKE,2011-03-23,2011-04-21,0.08582801483259601,
282,L,2011-03-24,2011-04-25,0.03156298728893943,
283,MCO,2011-03-24,2011-04-25,0.05342862488575907,
284,LIN,2011-03-24,2011-04-25,0.03719128710519495,
285,ORCL,2011-03-24,2011-04-25,0.03016335361095245,
286,SNA,2011-03-24,2011-04-25,0.04692271846197536,
287,EMR,2011-03-28,2011-04-27,0.03325597179501257,
288,AWK,2011-03-28,2011-04-27,0.031307848317387484,
289,MCD,2011-03-29,2011-04-28,0.0345619054988792,
290,AON,2011-03-29,2011-04-28,0.029887854490516563,
291,EQIX,2011-03-29,2011-04-28,0.05354169077026801,
292,MA,2011-03-31,2011-05-02,0.04465861760968738,
293,MA,2011-04-01,2011-05-03,0.05002898917575989,
294,SPGI,2011-04-01,2011-05-03,0.03989350916483758,
295,MA,2011-04-04,2011-05-04,0.04343187936360689,
296,MA,2011-04-05,2011-05-05,0.0427473684627593,
297,ALGN,2011-04-07,2011-05-09,0.08733835533531385,
298,ATVI,2011-04-08,2011-05-10,0.058102826034084135,
299,AXP,2011-04-08,2011-05-10,0.0434015305378974,
300,ALGN,2011-04-08,2011-05-10,0.10218962753878587,
301,SNA,2011-04-08,2011-05-10,0.04915943574788848,
302,CTAS,2011-04-11,2011-05-11,0.04788755158015974,
303,AXP,2011-04-11,2011-05-11,0.04655583314034077,
304,ALGN,2011-04-11,2011-05-11,0.1041823990090166,
305,SNA,2011-04-11,2011-05-11,0.048991736773833394,
306,ATVI,2011-04-11,2011-05-11,0.06707703036087523,
307,SNA,2011-04-12,2011-05-12,0.04973549884752389,
308,ATVI,2011-04-12,2011-05-12,0.06459053926662077,
309,AXP,2011-04-13,2011-05-13,0.03958490615526064,
310,COO,2011-04-14,2011-05-16,0.03258557859266007,
311,MDT,2011-04-14,2011-05-16,0.034004302983461424,
312,ALGN,2011-04-18,2011-05-18,0.10253809820817104,
313,ALGN,2011-04-19,2011-05-19,0.104264352782976,
314,INCY,2011-04-21,2011-05-23,0.07309389758841725,
315,INCY,2011-04-25,2011-05-24,0.0734565863867012,
316,PGR,2011-04-26,2011-05-25,0.02809845874817424,
317,ULTA,2011-05-10,2011-06-09,0.05603675717466685,
318,CTAS,2011-05-20,2011-06-21,0.02176757546209639,
319,BBY,2011-05-20,2011-06-21,0.051509160370917816,
320,DXCM,2011-05-24,2011-06-23,0.10578210159178313,
321,VRSK,2011-05-27,2011-06-28,0.021188098606656942,
322,VRSK,2011-06-01,2011-06-30,0.021456606182740444,
323,BDX,2011-06-02,2011-07-01,0.029938015805879282,
324,BDX,2011-06-03,2011-07-05,0.03749608067015709,
325,HCA,2011-06-15,2011-07-15,0.051738342177298426,
